en_Tienda;edad;articulo;monto;region;;;;;;;;;;;
virtual;32;8;1692.9;puntarenas;;;;;;;;;;;
fisica;24;4;1227;limon;;;;;;;;;;;
virtual;65;6;446.17;limon;;;;;;;;;;;
virtual;38;5;706.61;limon;;;;;;;;;;;
fisica;54;4;2715;puntarenas;;;;;;;;;;;
virtual;50;2;991.12;limon;;;;;;;;;;;
fisica;84;1;158.72;cartago;;;;;;;;;;;
fisica;46;3;2375.8;puntarenas;;;;;;;;;;;
fisica;62;5;1150.2;puntarenas;;;;;;;;;;;
virtual;59;1;669.68;limon;;;;;;;;;;;
fisica;42;6;157.41;cartago;;;;;;;;;;;
virtual;56;2;246.12;san jose;;;;;;;;;;;
fisica;29;6;1378.4;san jose;;;;;;;;;;;
virtual;59;7;716.96;limon;;;;;;;;;;;
virtual;49;3;1823.9;san jose;;;;;;;;;;;
fisica;62;1;382.25;cartago;;;;;;;;;;;
virtual;35;4;1603.2;puntarenas;;;;;;;;;;;
fisica;43;4;1450.4;puntarenas;;;;;;;;;;;
virtual;48;8;107.55;san jose;;;;;;;;;;;
virtual;46;6;652.18;san jose;;;;;;;;;;;
fisica;43;6;373.38;cartago;;;;;;;;;;;
fisica;58;5;464.1;cartago;;;;;;;;;;;
virtual;59;4;770.02;limon;;;;;;;;;;;
virtual;48;7;354.72;san jose;;;;;;;;;;;
fisica;45;5;1505.7;puntarenas;;;;;;;;;;;
virtual;63;2;657.22;san jose;;;;;;;;;;;
virtual;53;6;763.92;puntarenas;;;;;;;;;;;
virtual;72;7;376.84;san jose;;;;;;;;;;;
fisica;48;8;197.24;cartago;;;;;;;;;;;
virtual;48;2;968.17;limon;;;;;;;;;;;
fisica;41;5;360.89;cartago;;;;;;;;;;;
virtual;34;2;977.49;san jose;;;;;;;;;;;
fisica;56;2;65.37;cartago;;;;;;;;;;;
fisica;43;3;524.71;puntarenas;;;;;;;;;;;
virtual;50;8;634.68;limon;;;;;;;;;;;
fisica;83;7;415.08;cartago;;;;;;;;;;;
fisica;52;1;2372;limon;;;;;;;;;;;
fisica;54;4;2781.1;limon;;;;;;;;;;;
virtual;34;2;1641.7;puntarenas;;;;;;;;;;;
virtual;39;6;478.88;puntarenas;;;;;;;;;;;
virtual;36;4;1797.9;san jose;;;;;;;;;;;
fisica;37;8;2807.8;limon;;;;;;;;;;;
virtual;24;7;1420.1;san jose;;;;;;;;;;;
virtual;36;7;539.32;limon;;;;;;;;;;;
fisica;32;5;1328.4;puntarenas;;;;;;;;;;;
fisica;56;3;97.84;cartago;;;;;;;;;;;
virtual;63;3;406.06;san jose;;;;;;;;;;;
fisica;37;5;1170.1;san jose;;;;;;;;;;;
fisica;51;1;2787.9;limon;;;;;;;;;;;
virtual;41;2;1695.5;puntarenas;;;;;;;;;;;
virtual;53;4;112.85;san jose;;;;;;;;;;;
fisica;43;6;26.15;cartago;;;;;;;;;;;
virtual;37;5;133.92;limon;;;;;;;;;;;
fisica;46;2;1632.6;limon;;;;;;;;;;;
fisica;62;3;307.51;cartago;;;;;;;;;;;
fisica;73;3;273.66;cartago;;;;;;;;;;;
virtual;51;3;400.13;san jose;;;;;;;;;;;
fisica;54;4;22.69;cartago;;;;;;;;;;;
virtual;52;4;713.7;san jose;;;;;;;;;;;
virtual;20;6;1043.1;san jose;;;;;;;;;;;
fisica;55;6;193.1;cartago;;;;;;;;;;;
virtual;23;1;1893;san jose;;;;;;;;;;;
virtual;60;6;705.11;limon;;;;;;;;;;;
virtual;25;4;1740;san jose;;;;;;;;;;;
fisica;47;4;10.52;cartago;;;;;;;;;;;
fisica;48;2;373.01;cartago;;;;;;;;;;;
virtual;49;4;506.1;san jose;;;;;;;;;;;
virtual;41;4;1705;san jose;;;;;;;;;;;
fisica;76;7;150.36;cartago;;;;;;;;;;;
virtual;46;6;821.2;limon;;;;;;;;;;;
virtual;71;6;128.27;san jose;;;;;;;;;;;
virtual;29;1;753.98;limon;;;;;;;;;;;
fisica;82;3;478.11;cartago;;;;;;;;;;;
fisica;49;6;328.96;cartago;;;;;;;;;;;
virtual;52;7;1607.7;san jose;;;;;;;;;;;
virtual;49;1;758.08;san jose;;;;;;;;;;;
fisica;40;7;394.72;cartago;;;;;;;;;;;
fisica;83;6;479.48;cartago;;;;;;;;;;;
virtual;63;2;369.99;san jose;;;;;;;;;;;
virtual;47;7;1255.4;puntarenas;;;;;;;;;;;
fisica;39;3;771.02;puntarenas;;;;;;;;;;;
virtual;57;1;633.34;limon;;;;;;;;;;;
fisica;42;5;1468.2;puntarenas;;;;;;;;;;;
fisica;82;6;329.45;cartago;;;;;;;;;;;
virtual;20;4;675.08;puntarenas;;;;;;;;;;;
virtual;54;4;144.35;san jose;;;;;;;;;;;
fisica;48;4;87.92;cartago;;;;;;;;;;;
fisica;31;3;437.59;cartago;;;;;;;;;;;
virtual;47;5;55.52;puntarenas;;;;;;;;;;;
virtual;52;2;765.29;san jose;;;;;;;;;;;
fisica;27;7;1611.4;puntarenas;;;;;;;;;;;
virtual;55;4;1982.4;puntarenas;;;;;;;;;;;
fisica;41;7;2517.9;puntarenas;;;;;;;;;;;
virtual;50;7;861.83;limon;;;;;;;;;;;
fisica;29;4;2626.4;puntarenas;;;;;;;;;;;
fisica;56;6;1055.9;puntarenas;;;;;;;;;;;
fisica;51;4;286.35;cartago;;;;;;;;;;;
fisica;74;5;72.96;cartago;;;;;;;;;;;
virtual;44;4;1297.9;puntarenas;;;;;;;;;;;
fisica;57;6;597.72;puntarenas;;;;;;;;;;;
virtual;25;7;464.93;limon;;;;;;;;;;;
fisica;57;3;815.2;puntarenas;;;;;;;;;;;
virtual;29;7;820.88;san jose;;;;;;;;;;;
fisica;50;6;1073.8;puntarenas;;;;;;;;;;;
fisica;71;5;135.64;cartago;;;;;;;;;;;
virtual;67;7;76.98;limon;;;;;;;;;;;
virtual;43;6;723.6;limon;;;;;;;;;;;
fisica;25;7;2346.6;puntarenas;;;;;;;;;;;
fisica;35;6;334.64;san jose;;;;;;;;;;;
virtual;55;6;379.28;san jose;;;;;;;;;;;
virtual;32;3;494.73;puntarenas;;;;;;;;;;;
virtual;41;4;1165.6;puntarenas;;;;;;;;;;;
virtual;25;6;220.86;puntarenas;;;;;;;;;;;
virtual;65;2;455.89;limon;;;;;;;;;;;
virtual;44;3;82.9;puntarenas;;;;;;;;;;;
fisica;82;5;52.22;cartago;;;;;;;;;;;
virtual;33;7;832.94;puntarenas;;;;;;;;;;;
fisica;50;4;586.75;san jose;;;;;;;;;;;
fisica;31;6;275.71;cartago;;;;;;;;;;;
virtual;66;5;835.85;san jose;;;;;;;;;;;
fisica;45;4;391.99;limon;;;;;;;;;;;
virtual;59;7;338.51;san jose;;;;;;;;;;;
virtual;24;2;1139.3;puntarenas;;;;;;;;;;;
virtual;43;3;343.91;san jose;;;;;;;;;;;
fisica;30;1;437.51;cartago;;;;;;;;;;;
fisica;57;3;2746.2;limon;;;;;;;;;;;
virtual;41;5;774.6;puntarenas;;;;;;;;;;;
fisica;38;5;1484.9;puntarenas;;;;;;;;;;;
fisica;64;8;218.73;cartago;;;;;;;;;;;
fisica;23;5;2993.1;limon;;;;;;;;;;;
virtual;73;3;868.75;limon;;;;;;;;;;;
virtual;54;3;1600.1;san jose;;;;;;;;;;;
fisica;74;5;74.13;cartago;;;;;;;;;;;
virtual;40;6;145.42;limon;;;;;;;;;;;
virtual;54;6;80.85;puntarenas;;;;;;;;;;;
virtual;32;4;1189.6;puntarenas;;;;;;;;;;;
fisica;34;5;201.61;cartago;;;;;;;;;;;
virtual;44;7;215.45;puntarenas;;;;;;;;;;;
virtual;61;3;397.48;limon;;;;;;;;;;;
virtual;35;5;800.1;puntarenas;;;;;;;;;;;
virtual;32;4;214.8;limon;;;;;;;;;;;
fisica;19;1;185.4;limon;;;;;;;;;;;
fisica;44;3;1650.1;puntarenas;;;;;;;;;;;
virtual;26;6;90.49;san jose;;;;;;;;;;;
virtual;46;2;163.41;puntarenas;;;;;;;;;;;
virtual;39;7;356.99;puntarenas;;;;;;;;;;;
fisica;31;4;1313.7;puntarenas;;;;;;;;;;;
virtual;50;3;418.49;limon;;;;;;;;;;;
fisica;61;2;286.34;cartago;;;;;;;;;;;
virtual;25;6;861.04;san jose;;;;;;;;;;;
fisica;52;6;2160.5;limon;;;;;;;;;;;
fisica;49;4;239.05;cartago;;;;;;;;;;;
virtual;43;6;952.45;puntarenas;;;;;;;;;;;
fisica;76;7;164.29;cartago;;;;;;;;;;;
virtual;35;3;274.93;limon;;;;;;;;;;;
fisica;79;6;432.93;cartago;;;;;;;;;;;
fisica;45;3;360.35;cartago;;;;;;;;;;;
virtual;26;2;609.22;limon;;;;;;;;;;;
virtual;27;5;868.15;puntarenas;;;;;;;;;;;
fisica;68;3;481.55;cartago;;;;;;;;;;;
virtual;27;5;1251;puntarenas;;;;;;;;;;;
fisica;68;3;167.33;cartago;;;;;;;;;;;
virtual;27;1;975.31;puntarenas;;;;;;;;;;;
virtual;35;6;679.57;san jose;;;;;;;;;;;
virtual;36;3;75.65;puntarenas;;;;;;;;;;;
fisica;53;3;1451.5;limon;;;;;;;;;;;
virtual;29;4;806.24;san jose;;;;;;;;;;;
virtual;19;3;425.66;puntarenas;;;;;;;;;;;
fisica;30;3;392.09;cartago;;;;;;;;;;;
virtual;42;4;1803.6;puntarenas;;;;;;;;;;;
fisica;53;7;348.2;cartago;;;;;;;;;;;
fisica;57;2;524.56;puntarenas;;;;;;;;;;;
virtual;30;4;132.36;puntarenas;;;;;;;;;;;
virtual;73;4;542.7;san jose;;;;;;;;;;;
fisica;50;6;277.18;cartago;;;;;;;;;;;
fisica;57;8;585.5;limon;;;;;;;;;;;
fisica;77;4;481.4;cartago;;;;;;;;;;;
virtual;39;1;82.03;san jose;;;;;;;;;;;
fisica;51;3;622.86;san jose;;;;;;;;;;;
virtual;51;4;241.23;puntarenas;;;;;;;;;;;
fisica;47;5;482.68;cartago;;;;;;;;;;;
fisica;18;3;1414.7;limon;;;;;;;;;;;
fisica;55;6;533.14;limon;;;;;;;;;;;
virtual;54;2;898.56;san jose;;;;;;;;;;;
fisica;85;4;463.86;cartago;;;;;;;;;;;
fisica;53;2;126.85;cartago;;;;;;;;;;;
virtual;38;2;573.57;puntarenas;;;;;;;;;;;
fisica;61;5;1440.3;puntarenas;;;;;;;;;;;
fisica;75;4;35.79;cartago;;;;;;;;;;;
fisica;68;1;122.5;cartago;;;;;;;;;;;
fisica;36;6;190.82;cartago;;;;;;;;;;;
virtual;20;3;637.73;san jose;;;;;;;;;;;
virtual;39;3;303.41;san jose;;;;;;;;;;;
fisica;34;7;2322.8;puntarenas;;;;;;;;;;;
fisica;49;6;2114.3;puntarenas;;;;;;;;;;;
fisica;18;5;2006.6;puntarenas;;;;;;;;;;;
fisica;57;1;1070.3;puntarenas;;;;;;;;;;;
fisica;37;6;24.91;cartago;;;;;;;;;;;
fisica;46;1;399.48;san jose;;;;;;;;;;;
virtual;38;1;185.19;puntarenas;;;;;;;;;;;
fisica;49;3;728.77;san jose;;;;;;;;;;;
fisica;71;6;451.85;cartago;;;;;;;;;;;
fisica;51;2;2263.8;puntarenas;;;;;;;;;;;
virtual;30;4;1609.3;san jose;;;;;;;;;;;
fisica;56;7;1269.5;puntarenas;;;;;;;;;;;
fisica;34;7;423.46;cartago;;;;;;;;;;;
fisica;43;4;50.72;cartago;;;;;;;;;;;
virtual;56;6;803.23;limon;;;;;;;;;;;
virtual;40;6;1290.7;san jose;;;;;;;;;;;
virtual;39;1;1647;puntarenas;;;;;;;;;;;
virtual;62;4;564.33;limon;;;;;;;;;;;
virtual;33;3;279.01;limon;;;;;;;;;;;
virtual;40;4;1512.6;puntarenas;;;;;;;;;;;
virtual;40;4;1382.6;puntarenas;;;;;;;;;;;
fisica;71;4;297.47;cartago;;;;;;;;;;;
fisica;50;3;970.9;puntarenas;;;;;;;;;;;
fisica;60;2;943.84;san jose;;;;;;;;;;;
fisica;30;2;2165.7;puntarenas;;;;;;;;;;;
fisica;42;4;1074.4;puntarenas;;;;;;;;;;;
fisica;58;3;530.27;puntarenas;;;;;;;;;;;
fisica;50;1;219.17;cartago;;;;;;;;;;;
fisica;28;8;305.79;cartago;;;;;;;;;;;
fisica;63;4;375.92;cartago;;;;;;;;;;;
fisica;33;6;422.55;cartago;;;;;;;;;;;
fisica;54;5;1058.1;limon;;;;;;;;;;;
fisica;84;2;61.54;cartago;;;;;;;;;;;
fisica;62;3;238.76;cartago;;;;;;;;;;;
virtual;50;3;425.99;san jose;;;;;;;;;;;
virtual;46;6;338.68;limon;;;;;;;;;;;
virtual;61;7;522.68;limon;;;;;;;;;;;
virtual;26;7;632.84;puntarenas;;;;;;;;;;;
fisica;31;5;2148.5;puntarenas;;;;;;;;;;;
virtual;66;1;174.23;san jose;;;;;;;;;;;
virtual;38;3;1346.7;san jose;;;;;;;;;;;
virtual;51;6;986.68;san jose;;;;;;;;;;;
virtual;50;3;1455.4;puntarenas;;;;;;;;;;;
fisica;22;5;1833.1;puntarenas;;;;;;;;;;;
fisica;29;6;113.34;san jose;;;;;;;;;;;
virtual;38;2;1292.1;puntarenas;;;;;;;;;;;
virtual;56;5;798;limon;;;;;;;;;;;
fisica;41;4;159.12;cartago;;;;;;;;;;;
fisica;22;5;165.21;puntarenas;;;;;;;;;;;
virtual;25;7;494.46;puntarenas;;;;;;;;;;;
fisica;78;7;322.14;cartago;;;;;;;;;;;
virtual;73;2;972;limon;;;;;;;;;;;
fisica;38;7;383.29;cartago;;;;;;;;;;;
virtual;57;5;308.82;san jose;;;;;;;;;;;
virtual;60;7;546.66;limon;;;;;;;;;;;
fisica;28;2;2664.7;puntarenas;;;;;;;;;;;
fisica;20;8;1620.9;san jose;;;;;;;;;;;
fisica;55;4;237.39;puntarenas;;;;;;;;;;;
fisica;31;4;374.4;puntarenas;;;;;;;;;;;
fisica;33;8;2048.7;puntarenas;;;;;;;;;;;
fisica;44;6;417.88;cartago;;;;;;;;;;;
virtual;52;5;244.73;limon;;;;;;;;;;;
fisica;25;3;2996.4;puntarenas;;;;;;;;;;;
fisica;50;6;2160.4;limon;;;;;;;;;;;
virtual;43;1;1879.5;puntarenas;;;;;;;;;;;
fisica;55;7;759.38;limon;;;;;;;;;;;
fisica;35;2;1903.5;puntarenas;;;;;;;;;;;
virtual;67;8;958.11;limon;;;;;;;;;;;
virtual;67;6;801.6;san jose;;;;;;;;;;;
fisica;55;3;430.89;cartago;;;;;;;;;;;
virtual;44;5;1474.2;san jose;;;;;;;;;;;
virtual;21;7;1934.6;puntarenas;;;;;;;;;;;
virtual;28;7;423.42;limon;;;;;;;;;;;
virtual;28;1;727.03;limon;;;;;;;;;;;
fisica;49;6;377.26;cartago;;;;;;;;;;;
fisica;45;4;2545.8;puntarenas;;;;;;;;;;;
fisica;81;4;11.43;cartago;;;;;;;;;;;
virtual;53;4;767.12;limon;;;;;;;;;;;
fisica;55;2;97.15;cartago;;;;;;;;;;;
virtual;41;6;950.89;limon;;;;;;;;;;;
fisica;39;6;575.11;puntarenas;;;;;;;;;;;
fisica;56;2;1941.7;puntarenas;;;;;;;;;;;
fisica;60;5;377.52;cartago;;;;;;;;;;;
virtual;44;8;228.91;san jose;;;;;;;;;;;
fisica;80;6;447;cartago;;;;;;;;;;;
virtual;55;1;95.7;puntarenas;;;;;;;;;;;
virtual;35;4;1683.5;puntarenas;;;;;;;;;;;
fisica;27;6;1534.2;san jose;;;;;;;;;;;
virtual;47;5;844.95;limon;;;;;;;;;;;
virtual;43;8;604.93;puntarenas;;;;;;;;;;;
fisica;62;3;1672.9;limon;;;;;;;;;;;
virtual;43;3;1769.5;puntarenas;;;;;;;;;;;
fisica;50;5;1012.3;san jose;;;;;;;;;;;
virtual;30;1;527.12;limon;;;;;;;;;;;
virtual;23;7;1267.4;puntarenas;;;;;;;;;;;
virtual;25;6;881.61;san jose;;;;;;;;;;;
virtual;44;7;809.19;puntarenas;;;;;;;;;;;
virtual;20;6;1005;san jose;;;;;;;;;;;
virtual;49;8;1122.4;puntarenas;;;;;;;;;;;
fisica;62;2;440.42;puntarenas;;;;;;;;;;;
virtual;34;6;444.81;san jose;;;;;;;;;;;
virtual;51;7;921.26;limon;;;;;;;;;;;
virtual;43;4;1402.9;puntarenas;;;;;;;;;;;
virtual;59;7;569.89;san jose;;;;;;;;;;;
fisica;82;4;155.35;cartago;;;;;;;;;;;
fisica;76;2;59.23;cartago;;;;;;;;;;;
fisica;51;1;2709.6;puntarenas;;;;;;;;;;;
fisica;39;1;401.7;cartago;;;;;;;;;;;
virtual;61;6;369.13;limon;;;;;;;;;;;
fisica;55;2;1986.8;puntarenas;;;;;;;;;;;
virtual;57;3;519.28;limon;;;;;;;;;;;
virtual;69;6;509.67;limon;;;;;;;;;;;
virtual;40;2;1067.7;puntarenas;;;;;;;;;;;
fisica;60;2;226.3;puntarenas;;;;;;;;;;;
fisica;59;4;1204;puntarenas;;;;;;;;;;;
virtual;36;5;390.69;limon;;;;;;;;;;;
virtual;69;2;322.64;limon;;;;;;;;;;;
virtual;24;7;1451.1;san jose;;;;;;;;;;;
fisica;79;5;268.35;cartago;;;;;;;;;;;
virtual;55;6;739.78;limon;;;;;;;;;;;
fisica;40;2;482.78;puntarenas;;;;;;;;;;;
fisica;66;1;368.14;cartago;;;;;;;;;;;
virtual;30;5;1164.7;puntarenas;;;;;;;;;;;
virtual;27;4;490.24;puntarenas;;;;;;;;;;;
fisica;47;4;102.44;cartago;;;;;;;;;;;
fisica;41;1;1801.8;limon;;;;;;;;;;;
fisica;45;7;394.17;cartago;;;;;;;;;;;
fisica;43;8;41.17;cartago;;;;;;;;;;;
fisica;40;1;462.6;cartago;;;;;;;;;;;
fisica;39;3;711.62;puntarenas;;;;;;;;;;;
virtual;59;6;793.38;san jose;;;;;;;;;;;
virtual;25;3;778.52;san jose;;;;;;;;;;;
virtual;44;7;1590.7;puntarenas;;;;;;;;;;;
virtual;25;6;575.19;san jose;;;;;;;;;;;
virtual;35;7;940.07;san jose;;;;;;;;;;;
fisica;42;6;113.59;cartago;;;;;;;;;;;
virtual;34;8;458.13;limon;;;;;;;;;;;
fisica;38;4;11.78;cartago;;;;;;;;;;;
virtual;33;8;1802.9;san jose;;;;;;;;;;;
virtual;41;2;811.94;san jose;;;;;;;;;;;
virtual;32;3;1295.6;puntarenas;;;;;;;;;;;
virtual;28;8;1269;puntarenas;;;;;;;;;;;
virtual;24;8;515.09;puntarenas;;;;;;;;;;;
fisica;85;6;99.21;cartago;;;;;;;;;;;
virtual;22;4;1232.8;puntarenas;;;;;;;;;;;
fisica;84;5;179.05;cartago;;;;;;;;;;;
fisica;64;6;296.18;san jose;;;;;;;;;;;
fisica;70;2;130.7;cartago;;;;;;;;;;;
virtual;44;1;1416.6;puntarenas;;;;;;;;;;;
virtual;49;2;1153.7;puntarenas;;;;;;;;;;;
fisica;37;3;259.76;cartago;;;;;;;;;;;
virtual;32;7;1240.7;puntarenas;;;;;;;;;;;
fisica;20;5;1089.2;puntarenas;;;;;;;;;;;
fisica;23;7;161.78;limon;;;;;;;;;;;
fisica;42;2;210.97;cartago;;;;;;;;;;;
virtual;41;4;482.83;puntarenas;;;;;;;;;;;
fisica;54;5;559.19;limon;;;;;;;;;;;
fisica;69;7;70.8;cartago;;;;;;;;;;;
fisica;46;5;658.19;san jose;;;;;;;;;;;
fisica;29;2;119.29;cartago;;;;;;;;;;;
virtual;73;3;933.39;san jose;;;;;;;;;;;
fisica;28;4;2024;limon;;;;;;;;;;;
fisica;32;2;2197.4;puntarenas;;;;;;;;;;;
virtual;53;6;959.72;puntarenas;;;;;;;;;;;
virtual;32;3;978.56;san jose;;;;;;;;;;;
virtual;73;7;850.97;san jose;;;;;;;;;;;
fisica;69;4;243.68;cartago;;;;;;;;;;;
fisica;53;2;2767;puntarenas;;;;;;;;;;;
fisica;66;5;70.46;cartago;;;;;;;;;;;
fisica;74;7;177.62;cartago;;;;;;;;;;;
fisica;62;4;2273.5;puntarenas;;;;;;;;;;;
fisica;37;2;81.91;cartago;;;;;;;;;;;
virtual;54;7;903;limon;;;;;;;;;;;
virtual;57;2;156.77;limon;;;;;;;;;;;
virtual;45;2;1324.3;san jose;;;;;;;;;;;
virtual;29;6;807.13;san jose;;;;;;;;;;;
fisica;60;5;2575.3;puntarenas;;;;;;;;;;;
fisica;31;2;2991.3;puntarenas;;;;;;;;;;;
virtual;45;6;193.64;puntarenas;;;;;;;;;;;
fisica;80;1;341.24;cartago;;;;;;;;;;;
fisica;23;8;1853.3;puntarenas;;;;;;;;;;;
virtual;64;4;535.95;limon;;;;;;;;;;;
fisica;38;6;157.72;san jose;;;;;;;;;;;
fisica;80;8;232.91;cartago;;;;;;;;;;;
fisica;39;2;1828.1;puntarenas;;;;;;;;;;;
virtual;63;7;965.94;limon;;;;;;;;;;;
fisica;62;6;636.09;puntarenas;;;;;;;;;;;
fisica;54;3;238.39;limon;;;;;;;;;;;
virtual;34;7;797.64;puntarenas;;;;;;;;;;;
virtual;43;3;1276.1;puntarenas;;;;;;;;;;;
fisica;32;4;1301.4;san jose;;;;;;;;;;;
fisica;48;4;469.63;cartago;;;;;;;;;;;
virtual;54;5;552.31;limon;;;;;;;;;;;
fisica;49;3;865.65;puntarenas;;;;;;;;;;;
virtual;64;8;876.64;limon;;;;;;;;;;;
virtual;65;3;60.44;limon;;;;;;;;;;;
fisica;58;3;459.24;san jose;;;;;;;;;;;
virtual;58;4;367.12;san jose;;;;;;;;;;;
fisica;37;7;406.69;cartago;;;;;;;;;;;
fisica;65;2;244.87;cartago;;;;;;;;;;;
fisica;37;3;275.31;puntarenas;;;;;;;;;;;
fisica;47;1;395.53;puntarenas;;;;;;;;;;;
virtual;43;7;238.96;limon;;;;;;;;;;;
fisica;53;2;587.13;san jose;;;;;;;;;;;
virtual;65;2;513.08;limon;;;;;;;;;;;
virtual;49;2;130.27;puntarenas;;;;;;;;;;;
fisica;28;3;845.38;puntarenas;;;;;;;;;;;
fisica;55;6;95.58;cartago;;;;;;;;;;;
fisica;85;4;360.96;cartago;;;;;;;;;;;
virtual;30;3;95.84;puntarenas;;;;;;;;;;;
fisica;30;4;1487.4;puntarenas;;;;;;;;;;;
virtual;40;4;373.39;puntarenas;;;;;;;;;;;
virtual;50;6;695.43;puntarenas;;;;;;;;;;;
virtual;41;5;1134.1;san jose;;;;;;;;;;;
fisica;71;8;306.1;san jose;;;;;;;;;;;
fisica;39;3;2007.7;puntarenas;;;;;;;;;;;
virtual;39;5;583.76;san jose;;;;;;;;;;;
fisica;58;1;254.05;cartago;;;;;;;;;;;
fisica;39;5;1226.2;puntarenas;;;;;;;;;;;
virtual;49;6;743.6;san jose;;;;;;;;;;;
fisica;58;2;197.2;cartago;;;;;;;;;;;
fisica;47;2;365.11;cartago;;;;;;;;;;;
virtual;22;5;203.3;puntarenas;;;;;;;;;;;
fisica;30;3;288.59;cartago;;;;;;;;;;;
virtual;37;3;908.32;limon;;;;;;;;;;;
virtual;56;3;930.34;limon;;;;;;;;;;;
fisica;35;7;2349.6;limon;;;;;;;;;;;
fisica;62;8;438.65;cartago;;;;;;;;;;;
virtual;55;3;494.74;san jose;;;;;;;;;;;
virtual;40;4;812.07;san jose;;;;;;;;;;;
fisica;81;3;198.3;cartago;;;;;;;;;;;
virtual;42;1;548.36;limon;;;;;;;;;;;
fisica;44;6;476.74;san jose;;;;;;;;;;;
fisica;26;4;2203.3;limon;;;;;;;;;;;
virtual;25;5;1127.9;puntarenas;;;;;;;;;;;
virtual;73;7;689.67;limon;;;;;;;;;;;
fisica;24;5;584.38;san jose;;;;;;;;;;;
fisica;63;4;168.59;cartago;;;;;;;;;;;
fisica;31;3;1456.5;puntarenas;;;;;;;;;;;
virtual;40;4;52.42;limon;;;;;;;;;;;
fisica;23;2;2597;puntarenas;;;;;;;;;;;
virtual;34;4;487.17;san jose;;;;;;;;;;;
fisica;33;3;27.59;cartago;;;;;;;;;;;
fisica;55;8;436.51;cartago;;;;;;;;;;;
virtual;62;5;732.38;limon;;;;;;;;;;;
virtual;62;3;975.7;san jose;;;;;;;;;;;
virtual;52;3;888.37;san jose;;;;;;;;;;;
virtual;55;7;603.1;san jose;;;;;;;;;;;
virtual;69;2;715.15;limon;;;;;;;;;;;
fisica;32;6;403.35;cartago;;;;;;;;;;;
fisica;63;7;382.88;cartago;;;;;;;;;;;
fisica;47;7;1023.1;puntarenas;;;;;;;;;;;
fisica;58;4;68.58;cartago;;;;;;;;;;;
virtual;73;5;746.99;limon;;;;;;;;;;;
virtual;21;5;867.58;puntarenas;;;;;;;;;;;
fisica;58;6;23.93;cartago;;;;;;;;;;;
virtual;31;3;225.83;san jose;;;;;;;;;;;
fisica;67;1;61.44;cartago;;;;;;;;;;;
virtual;48;1;1439.5;san jose;;;;;;;;;;;
fisica;66;6;495.1;cartago;;;;;;;;;;;
virtual;39;2;1195.4;puntarenas;;;;;;;;;;;
fisica;73;3;98.25;cartago;;;;;;;;;;;
fisica;30;6;1712.5;limon;;;;;;;;;;;
virtual;32;5;1103.6;puntarenas;;;;;;;;;;;
virtual;26;5;222.25;san jose;;;;;;;;;;;
fisica;28;8;1827.1;puntarenas;;;;;;;;;;;
fisica;38;3;476.48;cartago;;;;;;;;;;;
fisica;82;8;324.23;cartago;;;;;;;;;;;
fisica;28;4;506.76;puntarenas;;;;;;;;;;;
fisica;26;3;1460.6;limon;;;;;;;;;;;
virtual;68;4;365.47;san jose;;;;;;;;;;;
fisica;62;2;2778.4;limon;;;;;;;;;;;
fisica;26;5;1657.9;puntarenas;;;;;;;;;;;
fisica;42;3;252.2;cartago;;;;;;;;;;;
fisica;35;5;214.52;cartago;;;;;;;;;;;
fisica;63;5;116.97;cartago;;;;;;;;;;;
virtual;34;3;1576.7;san jose;;;;;;;;;;;
virtual;32;2;424.85;limon;;;;;;;;;;;
virtual;50;2;600.47;limon;;;;;;;;;;;
fisica;49;8;2188.3;puntarenas;;;;;;;;;;;
virtual;49;6;194.52;san jose;;;;;;;;;;;
virtual;49;1;83.96;limon;;;;;;;;;;;
fisica;83;6;195.01;cartago;;;;;;;;;;;
fisica;58;4;1506.5;puntarenas;;;;;;;;;;;
virtual;41;3;731.31;limon;;;;;;;;;;;
fisica;19;2;306.27;puntarenas;;;;;;;;;;;
virtual;73;1;695.45;limon;;;;;;;;;;;
fisica;39;6;364.49;cartago;;;;;;;;;;;
virtual;63;4;321.93;limon;;;;;;;;;;;
fisica;51;7;1093.2;puntarenas;;;;;;;;;;;
virtual;26;7;163.49;limon;;;;;;;;;;;
fisica;72;8;287.1;cartago;;;;;;;;;;;
virtual;22;2;564.52;puntarenas;;;;;;;;;;;
virtual;48;1;606.62;san jose;;;;;;;;;;;
virtual;49;6;1433.9;puntarenas;;;;;;;;;;;
fisica;41;3;132.49;san jose;;;;;;;;;;;
virtual;26;4;1588;puntarenas;;;;;;;;;;;
fisica;20;2;793.99;limon;;;;;;;;;;;
fisica;70;7;270.88;san jose;;;;;;;;;;;
fisica;50;6;2581.3;puntarenas;;;;;;;;;;;
fisica;70;2;319.36;cartago;;;;;;;;;;;
fisica;59;3;2473.8;limon;;;;;;;;;;;
virtual;51;5;435.99;san jose;;;;;;;;;;;
virtual;40;3;1480.6;puntarenas;;;;;;;;;;;
fisica;41;4;25.24;cartago;;;;;;;;;;;
fisica;48;7;2520.6;puntarenas;;;;;;;;;;;
fisica;20;5;2128;limon;;;;;;;;;;;
virtual;26;3;1036.5;san jose;;;;;;;;;;;
virtual;45;3;289.67;limon;;;;;;;;;;;
fisica;51;6;853.73;puntarenas;;;;;;;;;;;
fisica;42;7;93.66;cartago;;;;;;;;;;;
fisica;20;4;1094.7;puntarenas;;;;;;;;;;;
